interpro_id,keywords
IPR000111,"glycoside,2736,glycoside hydrolase,hydrolase family,family 2736,conserved,site,conserved site,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,carbohydrate metabolic,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,carbohydrate metabolic,glycosyl,on glycosyl,glycosyl bonds"
IPR000112,"gpcr,family 3,metabotropic,glutamate,metabotropic glutamate,glutamate receptor,receptor 6,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway"
IPR000114,"large,ribosomal,ul16,large ribosomal,ribosomal subunit,subunit protein,protein ul16,bacterial,bacterial type,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,rrna,rrna binding,translation,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,rna binding,rrna,rrna binding"
IPR000115,"phosphoribosylglycinamide,synthetase,phosphoribosylglycinamide synthetase,phosphoribosylamine,glycine,ligase,phosphoribosylamine glycine,glycine ligase,ligase activity,purine,purine nucleobase,nucleobase biosynthetic,phosphoribosylamine,glycine,ligase,phosphoribosylamine glycine,glycine ligase,ligase activity,ligase,ligase activity,forming,forming carbon,carbon nitrogen,nitrogen bonds,ligase,ligase activity,purine,purine containing,containing small,purine,purine nucleobase,nucleobase metabolic,purine,purine containing,nucleobase metabolic,purine,purine nucleobase,nucleobase biosynthetic,nucleobase biosynthetic"
IPR000116,"high,mobility,hmga,high mobility,mobility group,group protein,protein hmga,templated,of dna,dna templated,templated transcription,chromatin,nucleus,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,chromosome,of macromolecule,nucleus,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,of macromolecule,protein dna,dna complex,of nucleobase,of nitrogen,non,intracellular non,non membrane,chromatin,non,non membrane"
IPR000117,"kappa,casein,kappa casein,extracellular,region,extracellular region,extracellular,region,extracellular region"
IPR000118,granulin
IPR000120,amidase
IPR000121,"pep,utilising,enzyme,pep utilising,utilising enzyme,transferring phosphorus,containing groups,phosphorylation,phosphorus metabolic,transferring phosphorus,containing groups,phosphorylation,phosphate containing"
IPR000124,"spermadhesin,single,fertilization,single fertilization,single,fertilization,single fertilization,reproductive,reproductive process,fertilization,reproduction,sexual,reproduction,sexual reproduction"
IPR000125,"glycoside,glycoside hydrolase,14a,family 14a,bacterial,beta,amylase,beta amylase,amylase activity,polysaccharide,polysaccharide metabolic,beta,amylase,beta amylase,amylase activity,hydrolyzing,glycosyl,compounds,hydrolyzing o,o glycosyl,glycosyl compounds,amylase,amylase activity,polysaccharide,polysaccharide metabolic,carbohydrate metabolic,glycosyl,on glycosyl,glycosyl bonds"
IPR000128,"progesterone,progesterone receptor,nuclear,steroid,nuclear steroid,steroid receptor,receptor activity,steroid,steroid binding,templated,of dna,dna templated,templated transcription,steroid,hormone,mediated,pathway,steroid hormone,hormone mediated,mediated signaling,signaling pathway,nucleus,steroid,hormone,to steroid,steroid hormone,communication,cell communication,of gene,of macromolecule,nucleus,of rna,rna biosynthetic,chemical,to chemical,chemical stimulus,to organic,lipid,lipid binding,hormone,to hormone,hormone stimulus,steroid,steroid binding,endogenous,to endogenous,endogenous stimulus,endogenous,to endogenous,endogenous stimulus,transducer,molecular transducer,transducer activity,lipid,to lipid,of rna,of biosynthetic,to organic,signal,transduction,signal transduction,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,steroid,hormone,mediated,pathway,steroid hormone,hormone mediated,mediated signaling,signaling pathway,templated,dna templated,templated transcription,of primary,lipid,to lipid,nuclear,steroid,nuclear steroid,steroid receptor,receptor activity,steroid,hormone,to steroid,steroid hormone,hormone stimulus,of macromolecule,hormone,to hormone,to organic,to organic,chemical,to chemical,of nucleobase,of nitrogen,signaling receptor,receptor activity,hormone,mediated,pathway,hormone mediated,mediated signaling,signaling pathway"
IPR000131,"synthase,atp synthase,f1,f1 complex,gamma,gamma subunit,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase activity,rotational,mechanism,rotational mechanism,proton,motive,force,driven,synthesis,proton motive,motive force,force driven,driven atp,atp synthesis,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,core,f1,catalytic core,core f1,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase activity,rotational,mechanism,rotational mechanism,membrane protein,protein complex,atpase,atpase complex,ribose,ribose phosphate,phosphate metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide metabolic,nucleotide metabolic,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,purine,triphosphate,purine nucleoside,nucleoside triphosphate,triphosphate metabolic,phosphorus metabolic,phosphate metabolic,derivative metabolic,monoatomic,channel,monoatomic cation,cation channel,channel activity,derivative biosynthetic,inorganic,inorganic cation,cation transmembrane,transmembrane transporter,transporter activity,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate metabolic,triphosphate,nucleoside triphosphate,triphosphate biosynthetic,phosphate containing,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,core,f1,catalytic core,core f1,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,ligase,ligase activity,ribonucleoside,triphosphate,ribonucleoside triphosphate,triphosphate metabolic,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,catalytic domain,ribose,ribose phosphate,phosphate biosynthetic,catalytic complex,purine,purine nucleotide,nucleotide biosynthetic,proton,proton transmembrane,transmembrane transporter,transporter activity,purine,purine containing,proton,channel,proton channel,channel activity,nucleotide biosynthetic,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate biosynthetic,ribonucleoside,triphosphate,ribonucleoside triphosphate,triphosphate biosynthetic,passive,passive transmembrane,transmembrane transporter,transporter activity,organophosphate,organophosphate biosynthetic,purine,purine nucleotide,nucleotide metabolic,atp biosynthetic,transmembrane transporter,transporter activity,ribonucleotide,ribonucleotide metabolic,organophosphate,organophosphate metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide biosynthetic,purine,purine containing,atp metabolic,containing small,proton,transporting,synthase,proton transporting,transporting atp,atp synthase,synthase complex,triphosphate,nucleoside triphosphate,triphosphate metabolic,ribonucleotide,ribonucleotide biosynthetic,purine,triphosphate,purine nucleoside,nucleoside triphosphate,triphosphate biosynthetic,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,channel,monoatomic ion,ion channel,channel activity,channel,channel activity,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,transporter activity,phosphate biosynthetic,proton,motive,force,driven,synthesis,proton motive,motive force,force driven,driven atp,atp synthesis"
IPR000133,"er,lumen,retaining,er lumen,lumen protein,protein retaining,retaining receptor,er,retention,sequence,er retention,retention sequence,sequence binding,retention,er,lumen,protein retention,retention in,in er,er lumen,maintenance,location,maintenance of,of protein,protein location,location in,in cell,peptide,peptide binding,maintenance,location,maintenance of,of protein,protein location,endoplasmic,reticulum,protein localization,localization to,to endoplasmic,endoplasmic reticulum,amide,amide binding,retention,er,lumen,protein retention,retention in,in er,er lumen,maintenance,location,maintenance of,of location,location in,in cell,protein localization,cellular localization,cellular macromolecule,macromolecule localization,signal,sequence,signal sequence,sequence binding,macromolecule localization,maintenance,maintenance of,of protein,protein localization,localization in,in organelle,maintenance,location,maintenance of,of location,maintenance,endoplasmic,reticulum,maintenance of,of protein,protein localization,localization in,in endoplasmic,endoplasmic reticulum,er,retention,sequence,er retention,retention sequence,sequence binding,protein localization,localization to,to organelle"
IPR000136,"oleosin,monolayer,surrounded,lipid,storage,body,monolayer surrounded,surrounded lipid,lipid storage,storage body,non,intracellular non,non membrane,lipid,droplet,lipid droplet,monolayer,surrounded,lipid,storage,body,monolayer surrounded,surrounded lipid,lipid storage,storage body,non,non membrane"
IPR000138,"hydroxymethylglutaryl,coa,lyase,hydroxymethylglutaryl coa,coa lyase,active,site,active site,hydroxymethylglutaryl,coa,lyase,hydroxymethylglutaryl coa,coa lyase,lyase activity,oxo,lyase,oxo acid,acid lyase,lyase activity,hydroxymethylglutaryl,coa,lyase,hydroxymethylglutaryl coa,coa lyase,lyase activity,lyase,carbon carbon,carbon lyase,lyase activity,lyase,lyase activity"
IPR000142,"p2y,purinoceptor,p2y purinoceptor,purinoceptor 1,coupled,purinergic,g protein,protein coupled,coupled purinergic,purinergic nucleotide,nucleotide receptor,receptor activity,phospholipase,activating,coupled,pathway,phospholipase c,c activating,activating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,platelet,activation,platelet activation,relaxation,muscle,relaxation of,of muscle,platelet,activation,platelet activation,activation,cell activation,system process,muscle,muscle system,system process,communication,cell communication,signal,transduction,signal transduction,purinergic,purinergic nucleotide,nucleotide receptor,receptor activity,stress,to stress,transmembrane signaling,signaling receptor,receptor activity,relaxation,muscle,relaxation of,of muscle,wounding,to wounding,phospholipase,activating,coupled,pathway,phospholipase c,c activating,activating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,nucleotide receptor,receptor activity,coagulation,hemostasis,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,purinergic,g protein,protein coupled,coupled purinergic,purinergic nucleotide,nucleotide receptor,receptor activity,quality,biological quality,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,blood,coagulation,blood coagulation,body,fluid,levels,of body,body fluid,fluid levels,wound,healing,wound healing,multicellular,organismal,multicellular organismal,organismal process"
IPR000146,"fructose,16,bisphosphatase,class,fructose 16,16 bisphosphatase,bisphosphatase class,class 1,phosphatase,phosphatase activity,carbohydrate metabolic,phosphatase,phosphatase activity,phosphoric,ester,phosphoric ester,ester hydrolase,ester,on ester,ester bonds,carbohydrate metabolic"
IPR000147,"angiotensin,ii,angiotensin ii,ii receptor,receptor type,type 2,angiotensin,ii,angiotensin type,type ii,ii receptor,receptor activity,inflammatory,inflammatory response,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,apoptotic,of apoptotic,apoptotic process,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance,apoptotic,apoptotic process,size,of anatomical,structure size,vascular,circulatory,vascular process,process in,in circulatory,circulatory system,system process,communication,cell communication,signal,transduction,signal transduction,tube,size,of tube,tube size,apoptotic,of apoptotic,apoptotic process,stress,to stress,quality,biological quality,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,angiotensin,ii,angiotensin type,type ii,ii receptor,receptor activity,coupled,g protein,protein coupled,coupled receptor,receptor activity,death,cell death,multicellular,organismal,multicellular organismal,organismal process,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance,peptide,peptide receptor,receptor activity,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,tube,diameter,of tube,tube diameter,transmembrane signaling,signaling receptor,receptor activity,angiotensin,angiotensin receptor,receptor activity,defense,defense response,inflammatory,inflammatory response,programmed,death,of programmed,programmed cell,cell death,programmed,death,programmed cell,cell death,blood,circulation,blood circulation,circulatory,circulatory system,system process,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity"
IPR000150,"cof,cof family"
IPR000151,"ciliary,neurotrophic,ciliary neurotrophic,neurotrophic factor,cntf,ciliary,neurotrophic,ciliary neurotrophic,neurotrophic factor,factor receptor,receptor binding,negative,neuron,apoptotic,negative regulation,of neuron,neuron apoptotic,apoptotic process,ciliary,neurotrophic,mediated,pathway,ciliary neurotrophic,neurotrophic factor,factor mediated,mediated signaling,signaling pathway,apoptotic,apoptotic process,negative,apoptotic,negative regulation,of apoptotic,apoptotic process,negative,neuron,apoptotic,negative regulation,of neuron,neuron apoptotic,apoptotic process,cytokine,mediated,pathway,cytokine mediated,mediated signaling,signaling pathway,to organic,communication,cell communication,signal,transduction,signal transduction,neuron,apoptotic,neuron apoptotic,apoptotic process,negative,negative regulation,to organic,surface,pathway,cell surface,surface receptor,receptor signaling,signaling pathway,chemical,to chemical,apoptotic,of apoptotic,apoptotic process,negative,negative regulation,cytokine,to cytokine,signaling receptor,receptor binding,ciliary,neurotrophic,ciliary neurotrophic,neurotrophic factor,factor receptor,receptor binding,programmed,death,of programmed,programmed cell,cell death,programmed,death,programmed cell,cell death,neuron,apoptotic,of neuron,neuron apoptotic,apoptotic process,negative,programmed,death,negative regulation,of programmed,programmed cell,cell death,protein binding,cytokine,to cytokine,cytokine stimulus,death,cell death,cytokine,cytokine receptor,receptor binding,ciliary,neurotrophic,mediated,pathway,ciliary neurotrophic,neurotrophic factor,factor mediated,mediated signaling,signaling pathway,chemical,to chemical,chemical stimulus"
