interpro_id,keywords
IPR018870,"tti2,tti2 family,ttt,hsp90,cochaperone,ttt hsp90,hsp90 cochaperone,cochaperone complex,ttt,hsp90,cochaperone,ttt hsp90,hsp90 cochaperone,cochaperone complex"
IPR018871,"gleya,adhesin,gleya adhesin,adhesin domain"
IPR018872,"zn,cluster,zn cluster,cluster domain"
IPR018874,"bacteriophage,mx8,bacteriophage mx8,p63"
IPR018876,"bacteriophage,p22,bacteriophage p22,antirepressor,antirepressor protein"
IPR018877,"bacteriophage,p22,bacteriophage p22,orf201"
IPR018878,"orf6c,orf6c domain"
IPR018880,"bacteriophage,p4,bacteriophage p4,ash,ash protein"
IPR018881,"mitochondrial,c2orf69,mitochondrial protein,protein c2orf69"
IPR018882,"calmodulin,c0,calmodulin binding,domain c0,nmda,nmda receptor,nr1,nr1 subunit"
IPR018883,"delta,carbonic,anhydrase,delta carbonic,carbonic anhydrase"
IPR018884,"glutamate,nmda,glutamate nmda,nmda receptor,epsilon,epsilon subunit"
IPR018885,"mrna,mrna binding"
IPR018887,"myeloid,derived,growth,myeloid derived,derived growth,growth factor"
IPR018889,"arpin,negative,actin,nucleation,negative regulation,of actin,actin nucleation,organization,organelle organization,organization,component organization,cytoskeleton,organization,of cytoskeleton,cytoskeleton organization,negative,organization,negative regulation,component organization,actin,nucleation,actin nucleation,actin,cytoskeleton,organization,of actin,actin cytoskeleton,cytoskeleton organization,negative,supramolecular,fiber,organization,negative regulation,of supramolecular,supramolecular fiber,fiber organization,negative,organization,negative regulation,of organelle,organelle organization,organization,biogenesis,component organization,organization or,or biogenesis,actin,nucleation,of actin,actin nucleation,actin,filament,organization,of actin,actin filament,filament organization,cytoskeleton,organization,cytoskeleton organization,actin,cytoskeleton,organization,actin cytoskeleton,cytoskeleton organization,actin,filament,based,of actin,actin filament,filament based,based process,supramolecular,fiber,organization,supramolecular fiber,fiber organization,actin,filament,organization,actin filament,filament organization,supramolecular,fiber,organization,of supramolecular,supramolecular fiber,fiber organization,negative,negative regulation,actin,filament,based,actin filament,filament based,based process,negative,cytoskeleton,organization,negative regulation,of cytoskeleton,cytoskeleton organization,negative,actin,nucleation,negative regulation,of actin,actin nucleation,organization,of organelle,organelle organization,negative,negative regulation,organization,component organization"
IPR018890,fam171
IPR018891,"abortive,bacteriophage,infection,abortive bacteriophage,bacteriophage infection,resistance"
IPR018892,"retro,transposon,transporting,motif,retro transposon,transposon transporting,transporting motif"
IPR018897,"plasmid,conjugative,transfer,pili,plasmid conjugative,conjugative transfer,transfer protein,protein pili"
IPR018898,"plasmid,conjugative,transfer,entry,exclusion,tras,plasmid conjugative,conjugative transfer,transfer entry,entry exclusion,exclusion protein,protein tras"
IPR018899,"conjugative,transposon,conjugative transposon,trao"
IPR018900,"curli,assembly,csge,curli assembly,assembly protein,protein csge"
IPR018901,"spore,coat,cote,spore coat,coat protein,protein cote"
IPR018902,"ciliary,microtubule,inner,2a,ciliary microtubule,microtubule inner,inner protein,protein 2a,2a c,c like"
IPR018903,"proline,rich,23,proline rich,rich protein,protein 23"
IPR018905,"alpha,galactosidase,alpha galactosidase,new3,new3 domain"
IPR018906,"integrity,scanning,dna integrity,integrity scanning,disa,linker,region,linker region"
IPR018907,"spindle,body,spindle body,body associated,associated protein"
IPR018909,"endo,134,beta,glucanase,endo 134,134 beta,beta glucanase,glucanase 1,carbohydrate binding,carbohydrate binding,carbohydrate binding"
IPR018910,"lipoprotein,lpqb,lipoprotein lpqb,beta,propeller,beta propeller,propeller domain"
IPR018911,"bacterial,spore,germination,bacterial spore,spore germination,immunoglobulin,immunoglobulin like"
IPR018913,bppu
IPR018915,"bacteriophage,a118,bacteriophage a118,gp45"
IPR018922,"nadph,quinone,nadph quinone,quinone oxidoreductase,oxidoreductase subunit,subunit m,nadph,on nadph,quinone,similar,acceptor,quinone or,or similar,similar compound,compound as,as acceptor,nadph,on nadph,nadph,on nadph,quinone,similar,acceptor,quinone or,or similar,similar compound,compound as,as acceptor"
IPR018923,"phage,tail,assembly,chaperone,gp14,phage tail,tail assembly,assembly chaperone,chaperone protein,protein gp14"
IPR018926,gp23
IPR018928,"generative,specific,1hap2,generative cell,cell specific,specific 1hap2,1hap2 domain"
IPR018930,"late,embryogenesis,abundant,late embryogenesis,embryogenesis abundant,abundant protein,lea,18,lea 18"
IPR018932,"salivary,thrombin,inhibitor,anophelin,salivary thrombin,thrombin inhibitor,inhibitor anophelin,mosquito"
IPR018933,"netrin,module,netrin module,non,timp,non timp,timp type"
IPR018935,"rio,kinase,rio kinase,conserved,site,conserved site,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,transferring phosphorus,containing groups,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,kinase,kinase activity,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding,kinase,protein kinase,kinase activity,molecule binding,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,derivative binding,phosphate binding,a protein"
IPR018936,"phosphatidylinositol,34,kinase,phosphatidylinositol 34,34 kinase,conserved,site,conserved site,kinase,kinase activity,transferring phosphorus,containing groups,kinase,kinase activity"
IPR018937,"magnesium,membrane magnesium,magnesium transporter"
IPR018938,"glycophorin,conserved,site,conserved site"
IPR018939,"autophagy,related,27,autophagy related,related protein,protein 27"
IPR018940,"elongation,beta,central,acidic,region,elongation factor,factor 1,1 beta,beta central,central acidic,acidic region,eukaryote"
IPR018941,"tyrosine,kinase,tyrosine protein,protein kinase,tie,receptor tie,tie 2,ig,ig like,domain 1,tyrosine,kinase,transmembrane receptor,receptor protein,protein tyrosine,tyrosine kinase,kinase activity,atp binding,phosphorylation,protein phosphorylation,tyrosine,kinase,pathway,transmembrane receptor,receptor protein,protein tyrosine,tyrosine kinase,kinase signaling,signaling pathway,plasma,plasma membrane,nucleotide binding,transferring phosphorus,containing groups,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,periphery,cell periphery,communication,cell communication,modification,protein modification,modification process,signal,transduction,signal transduction,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,surface,pathway,cell surface,surface receptor,receptor signaling,signaling pathway,tyrosine,kinase,protein tyrosine,tyrosine kinase,kinase activity,plasma,plasma membrane,phosphorus metabolic,phosphorylation,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,phosphate binding,phosphorylation,protein phosphorylation,phosphate containing,tyrosine,kinase,transmembrane receptor,receptor protein,protein tyrosine,tyrosine kinase,kinase activity,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,heterocyclic,heterocyclic compound,kinase,kinase activity,modification,macromolecule modification,tyrosine,kinase,pathway,transmembrane receptor,receptor protein,protein tyrosine,tyrosine kinase,kinase signaling,signaling pathway,atp binding,kinase,transmembrane receptor,receptor protein,protein kinase,kinase activity,kinase,protein kinase,kinase activity,transmembrane signaling,signaling receptor,receptor activity,molecule binding,derivative binding,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,enzyme,linked,pathway,enzyme linked,linked receptor,receptor protein,protein signaling,signaling pathway,a protein"
IPR018942,"seminal,vesicle,repeat,seminal vesicle,vesicle protein,protein repeat"
IPR018943,oligosaccaryltransferase
IPR018944,"polymerase,lambda,dna polymerase,polymerase lambda,fingers,fingers domain,polymerase,dna polymerase,polymerase activity,transferring phosphorus,containing groups,polymerase,dna polymerase,polymerase activity,on dna,a nucleic,nucleotidyltransferase,nucleotidyltransferase activity"
IPR018946,"phod,phosphatase,phod like,like phosphatase,metallophosphatase,metallophosphatase domain"
IPR018947,"neuromodulin,gap,junction,neuromodulin gap,gap junction,junction n"
IPR018948,"gtp,trme,gtp binding,binding protein,protein trme"
IPR018950,"disulphide,bond,isomerase,disulphide bond,bond isomerase,dsbcg"
IPR018951,"fumarase,fumarase c,lyase,lyase activity,tricarboxylic,cycle,tricarboxylic acid,acid cycle,energy,derivation,by,oxidation,compounds,energy derivation,derivation by,by oxidation,oxidation of,of organic,organic compounds,generation,precursor,metabolites,and,energy,generation of,of precursor,precursor metabolites,metabolites and,and energy,respiration,cellular respiration,lyase,lyase activity,aerobic,respiration,aerobic respiration,tricarboxylic,cycle,tricarboxylic acid,acid cycle"
IPR018953,"amp,phosphorylase,amp nucleoside,nucleoside phosphorylase"
IPR018954,"beta,galactosidase,beta galactosidase,domain 2"
IPR018957,"zinc,finger,zinc finger,c3hc4,ring,c3hc4 ring,ring type,cation binding"
IPR018958,"knr4smi1,knr4smi1 like"
IPR018961,"dnaj,homologue,dnaj homologue,subfamily,subfamily c,member,28,member 28,conserved,conserved domain"
IPR018963,"mycobacteriophage,d29,mycobacteriophage d29,gp19"
IPR018964,"bacteriophage,phijl001,bacteriophage phijl001,gp84"
IPR018965,"ubiquitin,activating,enzyme,e1,ubiquitin activating,activating enzyme,enzyme e1"
IPR018966,"vtc,vtc domain"
IPR018967,"iron,zinc,finger,iron binding,binding zinc,zinc finger,cdgsh,cdgsh type,iron,2 iron,sulfur,cluster,2 sulfur,sulfur cluster,cluster binding,cluster,metal cluster,cluster binding,iron,2 iron,sulfur,cluster,2 sulfur,sulfur cluster,cluster binding,iron,sulfur,cluster,iron sulfur,sulfur cluster,cluster binding"
IPR018968,phasin
IPR018969,"xylulose,phosphatefructose,phosphoketolase,xylulose 5,5 phosphatefructose,phosphatefructose 6,6 phosphate,phosphate phosphoketolase,aldehyde,lyase,aldehyde lyase,lyase activity,carbohydrate metabolic,lyase,carbon carbon,carbon lyase,lyase activity,lyase,lyase activity,carbohydrate metabolic,aldehyde,lyase,aldehyde lyase,lyase activity"
IPR018970,"xylulose,phosphatefructose,phosphoketolase,xylulose 5,5 phosphatefructose,phosphatefructose 6,6 phosphate,phosphate phosphoketolase"
IPR018972,"sas10,sas10 c"
IPR018974,"tex,tex like,like protein"
IPR018975,"pseudomurein,repeat,pseudomurein binding,binding repeat"
IPR018976,"imelysin,imelysin like"
IPR018977,"nura,nura domain"
IPR018978,"ribosome,maturation,sdo1sbds,ribosome maturation,maturation protein,protein sdo1sbds,central,central domain,ribosome,biogenesis,ribosome biogenesis,organization,biogenesis,component organization,organization or,or biogenesis,biogenesis,component biogenesis,ribonucleoprotein,biogenesis,ribonucleoprotein complex,complex biogenesis,ribosome,biogenesis,ribosome biogenesis"
IPR018979,ferm
IPR018980,"ferm,ph,terminal ph,ph like"
IPR018981,"outer,porin,outer membrane,membrane porin,porin g"
IPR018982,"rqc,rqc domain,helicase,3 5,5 dna,dna helicase,helicase activity,replication,dna replication,repair,dna repair,repair,dna repair,atp dependent,dependent activity,on dna,atp dependent,dependent activity,dna metabolic,stress,to stress,damage,dna damage,damage response,stress,to stress,replication,dna replication,helicase,3 5,5 dna,dna helicase,helicase activity,helicase,dna helicase,helicase activity,on dna,a nucleic,helicase,helicase activity"
IPR018983,"u3,nucleolar,15,u3 small,small nucleolar,nucleolar rna,rna associated,associated protein,protein 15,rrna,processing,rrna processing,nucleolus,ncrna,ncrna metabolic,organization,biogenesis,component organization,organization or,or biogenesis,rrna,rrna metabolic,processing,rna processing,lumen,organelle lumen,rrna,processing,rrna processing,nucleolus,nucleus,ribosome,biogenesis,ribosome biogenesis,lumen,organelle lumen,biogenesis,component biogenesis,ribonucleoprotein,biogenesis,ribonucleoprotein complex,complex biogenesis,ncrna,processing,ncrna processing,non,intracellular non,non membrane,nuclear,lumen,nuclear lumen,enclosed,lumen,membrane enclosed,enclosed lumen,non,non membrane"
IPR018984,"histidine,kinase,histidine kinase"
IPR018989,"phage,tail,tube,phage tail,tail tube,tube protein"
IPR018990,"proteinase,inhibitor,i42,proteinase inhibitor,inhibitor i42,chagasin"
IPR018992,"thrombin,light,chain,thrombin light,light chain,serine,endopeptidase,serine type,type endopeptidase,endopeptidase activity,proteolysis,blood,coagulation,blood coagulation,extracellular,region,extracellular region,extracellular,region,extracellular region,peptidase,peptidase activity,stress,to stress,wounding,to wounding,coagulation,serine,peptidase,serine type,type peptidase,peptidase activity,serine,endopeptidase,serine type,type endopeptidase,endopeptidase activity,endopeptidase,endopeptidase activity,hemostasis,quality,biological quality,serine,serine hydrolase,blood,coagulation,blood coagulation,a protein,body,fluid,levels,of body,body fluid,fluid levels,wound,healing,wound healing,multicellular,organismal,multicellular organismal,organismal process,proteolysis"
IPR018993,"fgfr1,oncogene,partner,fop,fgfr1 oncogene,oncogene partner,partner fop,dimerisation,terminal dimerisation,dimerisation domain,microtubule,anchoring,microtubule anchoring,microtubule,organizing,center,microtubule organizing,organizing center,organization,organelle organization,microtubule,based,microtubule based,based process,organization,biogenesis,component organization,organization or,or biogenesis,microtubule,anchoring,microtubule anchoring,non,intracellular non,non membrane,cytoskeleton,organization,cytoskeleton organization,microtubule,cytoskeleton,microtubule cytoskeleton,cytoskeleton,microtubule,organizing,center,microtubule organizing,organizing center,non,non membrane,microtubule,cytoskeleton,organization,microtubule cytoskeleton,cytoskeleton organization,organization,component organization"
IPR018996,"man1src1,man1src1 like"
IPR018997,"pub,pub domain"
IPR018999,"helicase,upf1,rna helicase,helicase upf1,cyshis,rich,zinc,cyshis rich,rich zinc,zinc binding,rna binding,helicase,rna helicase,helicase activity,atp binding,zinc,zinc ion,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,nonsense,mediated,decay,nonsense mediated,mediated decay,cytoplasm,nucleotide binding,cation binding,catabolic,compound catabolic,catabolic process,purine,purine nucleotide,nucleotide binding,on rna,catabolic,compound catabolic,catabolic process,of gene,negative,negative regulation,of gene,of macromolecule,transition,transition metal,negative,negative regulation,of macromolecule,phosphate binding,rna binding,catabolic,catabolic process,catabolic,compound catabolic,catabolic process,atp dependent,dependent activity,negative,negative regulation,molecule binding,derivative binding,catabolic,substance catabolic,catabolic process,a nucleic,negative,negative regulation,mrna,catabolic,mrna catabolic,catabolic process,of biosynthetic,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,catabolic,cellular catabolic,catabolic process,negative,negative regulation,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,negative,negative regulation,of biosynthetic,catabolic,heterocycle catabolic,catabolic process,of metabolic,zinc,zinc ion,mrna,mrna metabolic,negative,negative regulation,of metabolic,negative,negative regulation,of macromolecule,cytoplasm,catabolic,macromolecule catabolic,catabolic process,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,nonsense,mediated,decay,nonsense mediated,mediated decay,helicase,rna helicase,helicase activity,nuclear,transcribed,mrna,catabolic,nuclear transcribed,transcribed mrna,mrna catabolic,catabolic process,catabolic,compound catabolic,catabolic process,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,heterocyclic,heterocyclic compound,of macromolecule,atp binding,negative,negative regulation,atp dependent,dependent activity,on rna,catabolic,rna catabolic,catabolic process,helicase,helicase activity"
IPR019002,"ribosome,biogenesis,nop16,ribosome biogenesis,biogenesis protein,protein nop16"
IPR019003,"apc,recruitment,apc membrane,membrane recruitment,recruitment protein"
IPR019005,"vacuolar,snare,nyv1,vacuolar r,r snare,snare nyv1,longin,longin domain"
IPR019006,"sterol,regulatory,element,sterol regulatory,regulatory element,element binding,binding protein,protein 1,srebp,pathway,srebp signaling,signaling pathway,positive,by,polymerase,ii,positive regulation,of transcription,transcription by,by rna,rna polymerase,polymerase ii,of rna,positive,positive regulation,of macromolecule,of biosynthetic,sterol,depletion,to sterol,sterol depletion,communication,cell communication,signal,transduction,signal transduction,by,polymerase,ii,of transcription,transcription by,by rna,rna polymerase,polymerase ii,rna biosynthetic,of metabolic,stress,to stress,positive,by,polymerase,ii,positive regulation,of transcription,transcription by,by rna,rna polymerase,polymerase ii,positive,positive regulation,of nitrogen,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,of rna,rna biosynthetic,positive,positive regulation,templated,dna templated,templated transcription,of primary,by,polymerase,ii,transcription by,by rna,rna polymerase,polymerase ii,positive,positive regulation,sterol,depletion,to sterol,sterol depletion,of macromolecule,stress,to stress,positive,positive regulation,of rna,rna biosynthetic,of nucleobase,of nitrogen,positive,positive regulation,of nucleobase,positive,positive regulation,of rna,positive,positive regulation,of metabolic,srebp,pathway,srebp signaling,signaling pathway,positive,positive regulation,positive,positive regulation,of macromolecule,positive,positive regulation,positive,templated,positive regulation,of dna,dna templated,templated transcription,er,nucleus,pathway,er nucleus,nucleus signaling,signaling pathway,positive,positive regulation,of biosynthetic"
IPR019007,"ww,11,ww domain,domain binding,binding protein,protein 11,processing,rna processing,processing,rna processing"
IPR019008,"er,er membrane,membrane protein,protein complex,complex subunit,subunit 7,beta,sandwich,beta sandwich,sandwich domain"
IPR019009,"signal,recognition,particle,signal recognition,recognition particle,particle receptor,beta,beta subunit"
IPR019011,"crypticcripto,cfc,cfc domain"
IPR019012,"cap,guanine,n2,methyltransferase,rna cap,cap guanine,guanine n2,n2 methyltransferase,methyltransferase,methyltransferase activity,methylation,rna methylation,methylguanosine,capping,7 methylguanosine,methylguanosine rna,rna capping,methylation,macromolecule methylation,methylguanosine,capping,7 methylguanosine,methylguanosine rna,rna capping,one,transferring one,one carbon,carbon groups,methylation,rna methylation,methyltransferase,methyltransferase activity,methylation,modification,macromolecule modification,processing,rna processing,capping,rna capping,modification,rna modification"
IPR019013,"vacuolar,atpase,assembly,integral,vma21,vacuolar atpase,atpase assembly,assembly integral,integral membrane,membrane protein,protein vma21,vacuolar,proton,transporting,atpase,assembly,vacuolar proton,proton transporting,transporting v,v type,type atpase,atpase complex,complex assembly,organization,complex organization,vacuolar,proton,transporting,atpase,assembly,vacuolar proton,proton transporting,transporting v,v type,type atpase,atpase complex,complex assembly,biogenesis,component biogenesis,proton,transporting,two,sector,atpase,assembly,proton transporting,transporting two,two sector,sector atpase,atpase complex,complex assembly,proton,transporting,atpase,assembly,proton transporting,transporting v,v type,type atpase,atpase complex,complex assembly,organization,biogenesis,component organization,organization or,or biogenesis,assembly,complex assembly,assembly,component assembly,organization,component organization"
IPR019014,"multivesicular,body,sorting,12,multivesicular body,body sorting,sorting factor,factor 12,ubiquitin,ubiquitin binding,endosome,via,multivesicular,body,sorting,pathway,endosome transport,transport via,via multivesicular,multivesicular body,body sorting,sorting pathway,escrt,escrt i,i complex,endosomal,endosomal transport,endosome,endosome membrane,vesicle,mediated,vesicle mediated,mediated transport,endomembrane,endomembrane system,membrane protein,protein complex,vesicle,cellular localization,organelle membrane,cytoplasm,protein binding,cytoplasmic,vesicle,cytoplasmic vesicle,intracellular transport,vesicle,intracellular vesicle,multivesicular,body,sorting,pathway,multivesicular body,body sorting,sorting pathway,cytoplasmic,vesicle,cytoplasmic vesicle,vesicle membrane,ubiquitin,ubiquitin like,like protein,protein binding,localization in,in cell,ubiquitin,ubiquitin binding,escrt,escrt i,i complex,escrt,escrt complex,bounding,bounding membrane,membrane of,of organelle,endosome,via,multivesicular,body,sorting,pathway,endosome transport,transport via,via multivesicular,multivesicular body,body sorting,sorting pathway,vesicle,vesicle membrane,endosome"
IPR019015,"hira,motif,hira b,b motif"
IPR019016,"crispr,endoribonuclease,csx1,crispr system,system endoribonuclease,endoribonuclease csx1,csx1 like"
IPR019017,"signal,transduction,histidine,kinase,rcsc,signal transduction,transduction histidine,histidine kinase,kinase rcsc,alpha,beta,loop,alpha beta,beta loop,histidine,kinase,protein histidine,histidine kinase,kinase activity,atp binding,phosphorelay,signal,transduction,phosphorelay signal,signal transduction,transduction system,templated,of dna,dna templated,templated transcription,peptidyl,histidine,phosphorylation,peptidyl histidine,histidine phosphorylation,plasma,plasma membrane,nucleotide binding,phosphorelay,signal,transduction,phosphorelay signal,signal transduction,transduction system,signal,transduction,intracellular signal,signal transduction,purine,purine nucleotide,nucleotide binding,communication,cell communication,phosphorus metabolic,of gene,of macromolecule,of rna,rna biosynthetic,phosphate binding,phosphorylation,protein phosphorylation,phosphate containing,kinase,protein kinase,kinase activity,molecule binding,derivative binding,a protein,of rna,transferring phosphorus,containing groups,of biosynthetic,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,ribonucleotide,ribonucleotide binding,periphery,cell periphery,signal,transduction,signal transduction,modification,protein modification,modification process,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,rna biosynthetic,of metabolic,plasma,plasma membrane,templated,of dna,dna templated,templated transcription,phosphorylation,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,histidine,kinase,protein histidine,histidine kinase,kinase activity,templated,dna templated,templated transcription,of primary,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,peptidyl,amino,modification,peptidyl amino,amino acid,acid modification,peptidyl,histidine,modification,peptidyl histidine,histidine modification,heterocyclic,heterocyclic compound,kinase,kinase activity,of macromolecule,modification,macromolecule modification,atp binding,of nucleobase,peptidyl,histidine,phosphorylation,peptidyl histidine,histidine phosphorylation,of nitrogen,phosphotransferase,phosphotransferase activity,nitrogenous,acceptor,nitrogenous group,group as,as acceptor"
IPR019018,"rab,fip,rbd,rab binding,domain fip,fip rbd"
IPR019019,"lectin,h type,type lectin,lectin domain,carbohydrate binding,adhesion,cell adhesion,carbohydrate binding,adhesion,cell adhesion"
IPR019020,"cytochrome,552dmso,reductase,cytochrome c,c 552dmso,552dmso reductase,reductase like,haem,haem binding,heme,heme binding,heme,heme binding,tetrapyrrole,tetrapyrrole binding"
IPR019021,"e3,ubiquitin,ligase,substrate,mms22,e3 ubiquitin,ubiquitin protein,protein ligase,ligase substrate,substrate receptor,receptor mms22,repair,dna repair,damage,dna damage,damage response,replication,fork,processing,replication fork,fork processing,nucleus,repair,dna repair,templated,replication,dna templated,templated dna,dna replication,dna metabolic,stress,to stress,damage,dna damage,damage response,replication,fork,processing,replication fork,fork processing,stress,to stress,replication,dna replication,nucleus,templated,replication,maintenance,fidelity,dna templated,templated dna,dna replication,replication maintenance,maintenance of,of fidelity"
IPR019023,"lamin,tudor,lamin b,b receptor,receptor of,of tudor,tudor domain"
IPR019025,"cordon,bleu,cordon bleu,ubiquitin,ubiquitin like"
IPR019026,"peptidase,m64,peptidase m64,iga"
IPR019027,"pilus,biogenesis,cpad,related,pilus biogenesis,biogenesis cpad,cpad related"
IPR019028,"cbm49,carbohydrate binding,domain cbm49,carbohydrate binding,carbohydrate binding"
IPR019035,"mediator,mediator complex,med12,subunit med12,coregulator,transcription coregulator,coregulator activity,by,polymerase,ii,of transcription,transcription by,by rna,rna polymerase,polymerase ii,mediator,mediator complex,of rna,of biosynthetic,mediator,mediator complex,nuclear,nuclear protein,coregulator,transcription coregulator,coregulator activity,by,polymerase,ii,of transcription,transcription by,by rna,rna polymerase,polymerase ii,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,nucleus,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,by,polymerase,ii,transcription by,by rna,rna polymerase,polymerase ii,of macromolecule,of nucleobase,of nitrogen,transcription regulator,regulator activity"
IPR019036,"restriction,endonuclease,restriction endonuclease,ii,type ii,apali"
IPR019037,"restriction,endonuclease,restriction endonuclease,ii,type ii,bsp6i"
IPR019038,"polymerase,delta,dna polymerase,polymerase delta,delta subunit,subunit 3,replication,dna replication,nucleus,delta,polymerase,delta dna,dna polymerase,polymerase complex,nuclear,nuclear protein,nuclear,chromosome,nuclear chromosome,transferase complex,transferring phosphorus,containing groups,dna metabolic,lumen,organelle lumen,replication,dna replication,chromosome,nucleus,replisome,nuclear,replication,fork,nuclear replication,replication fork,nuclear,replisome,nuclear replisome,transferase complex,lumen,organelle lumen,delta,polymerase,delta dna,dna polymerase,polymerase complex,intracellular protein,polymerase,dna polymerase,polymerase complex,protein dna,dna complex,catalytic complex,replication,fork,replication fork,non,intracellular non,non membrane,nuclear,lumen,nuclear lumen,enclosed,lumen,membrane enclosed,enclosed lumen,non,non membrane"
IPR019039,"t4,ligase,t4 rna,rna ligase,ligase 1,1 like"
IPR019041,"ssxrd,motif,ssxrd motif,templated,of dna,dna templated,templated transcription,nucleus,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,nucleus,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,of macromolecule,of nucleobase,of nitrogen"
IPR019042,"restriction,endonuclease,restriction endonuclease,ii,type ii,cfrbi"
IPR019043,"restriction,endonuclease,restriction endonuclease,ii,type ii,hindiii"
IPR019044,"restriction,endonuclease,restriction endonuclease,ii,type ii,hindvp,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,restriction,modification,dna restriction,restriction modification,modification system,ii,site,specific,deoxyribonuclease,type ii,ii site,site specific,specific deoxyribonuclease,deoxyribonuclease activity,dna metabolic,nuclease,dna nuclease,nuclease activity,endonuclease,endonuclease activity,stress,to stress,restriction,modification,dna restriction,restriction modification,modification system,endonuclease,endonuclease activity,active,with,either,ribo,deoxyribonucleic,acids,and,producing,phosphomonoesters,active with,with either,either ribo,ribo or,or deoxyribonucleic,deoxyribonucleic acids,acids and,and producing,producing 5,5 phosphomonoesters,defense,other,organism,defense response,to other,other organism,external,biotic,to external,external biotic,biotic stimulus,modification,dna modification,external,to external,external stimulus,endonuclease,dna endonuclease,endonuclease activity,clearance,foreign,acids,clearance of,of foreign,foreign intracellular,intracellular nucleic,nucleic acids,other,organism,to other,other organism,nuclease,nuclease activity,modification,macromolecule modification,endodeoxyribonuclease,endodeoxyribonuclease activity,producing,phosphomonoesters,producing 5,5 phosphomonoesters,restriction,endodeoxyribonuclease,restriction endodeoxyribonuclease,endodeoxyribonuclease activity,defense,defense response,biotic,to biotic,biotic stimulus,on dna,ester,on ester,ester bonds,involved,interspecies,interaction,between,organisms,process involved,involved in,in interspecies,interspecies interaction,interaction between,between organisms,clearance,foreign,clearance of,of foreign,foreign intracellular,intracellular dna,a nucleic"
